0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Min,1,22.62,0,22.62,0,22.62,0,22.61,0.0442086648983206,22.6,0.0884173297966413,22.61,0.0442086648983206,22.61,0.0442086648983206,22.61,0.0442086648983206,22.61,0.0442086648983206,22.61,0.0442086648983206,22.6,0.0884173297966413,22.62,0,22.63,-0.0442086648983206,22.63,-0.0442086648983206,22.63,-0.0442086648983206
Min,3,11.71,0,11.71,0,11.7,0.0853970964987241,11.7,0.0853970964987241,11.7,0.0853970964987241,11.7,0.0853970964987241,11.6,0.939368061485922,11.71,0,11.59,1.02476515798463,11.65,0.512382578992316,11.6,0.939368061485922,11.62,0.768573868488474,11.72,-0.0853970964987099,11.68,0.256191289496158,11.72,-0.0853970964987099
Min,4,11.71,0,11.71,0,11.71,0,11.7,0.0853970964987241,11.7,0.0853970964987241,11.7,0.0853970964987241,11.71,0,11.71,0,11.7,0.0853970964987241,11.72,-0.0853970964987099,11.71,0,11.71,0,11.72,-0.0853970964987099,11.72,-0.0853970964987099,11.72,-0.0853970964987099
Amean,1,22.63,0:NSIG:,22.63,0:NSIG:,22.63,0:NSIG:,22.6242857142857,0.0252509311280562:NSIG:,22.6228571428571,0.0315636639101058:NSIG:,22.6257142857143,0.0189381983460493:NSIG:,22.6228571428571,0.0315636639100632:NSIG:,22.6214285714286,0.0378763966920985:SIG:,22.62,0.0441891294741339:SIG:,22.6228571428571,0.0315636639100632:SIG:,22.62,0.0441891294741339:SIG:,22.6242857142857,0.0252509311280562:SIG:,22.6428571428571,-0.0568145950382046:SIG:,22.6442857142857,-0.0631273278202258:SIG:,22.6414285714286,-0.0505018622561977:SIG:
Amean,3,11.71,0:NSIG:,11.7114285714286,-0.0121995852141055:NSIG:,11.7057142857143,0.0365987556423164:SIG:,11.7085714285714,0.0121995852140913:NSIG:,11.7071428571429,0.0243991704281683:NSIG:,11.7071428571429,0.0243991704281683:NSIG:,11.6942857142857,0.134195437355118:NSIG:,11.7414285714286,-0.268390874710263:NSIG:,11.6914285714286,0.158594607783328:NSIG:,11.71,0:NSIG:,11.7128571428571,-0.0243991704282251:NSIG:,11.73,-0.170794192997448:NSIG:,11.7271428571429,-0.146395022569251:SIG:,11.7142857142857,-0.0365987556423022:NSIG:,11.72,-0.0853970964987241:SIG:
Amean,4,11.7157142857143,0:NSIG:,11.7157142857143,0:NSIG:,11.7157142857143,0:NSIG:,11.7085714285714,0.060968174612853:NSIG:,11.71,0.0487745396902852:NSIG:,11.7085714285714,0.060968174612853:NSIG:,11.7114285714286,0.0365809047677175:NSIG:,11.7114285714286,0.0365809047677175:NSIG:,11.71,0.0487745396902852:NSIG:,11.7214285714286,-0.0487745396902994:NSIG:,11.72,-0.0365809047677033:NSIG:,11.72,-0.0365809047677033:NSIG:,11.7228571428571,-0.0609681746128388:NSIG:,11.7214285714286,-0.0487745396902994:NSIG:,11.7228571428571,-0.0609681746128388:NSIG:
Stddev,1,0.00577350269189613,0,0.00577350269189613,0,0.00577350269189613,0,0.00786795792469394,-36.2770287738438,0.0111269728052827,-92.7248223318731,0.00786795792469405,-36.2770287738456,0.00951189731211339,-64.7508942095859,0.0106904496764971,-85.1640199545171,0.00816496580927709,-41.4213562373095,0.00755928946018405,-30.9307341415896,0.0115470053837918,-99.9999999999911,0.00534522483824742,7.41799002276132,0.017043362064927,-195.199690282462,0.0127241802056076,-120.38926600775,0.00690065559342315,-19.5228609334351
Stddev,3,1.91868467733273E-15,0,0.00377964473009219,-196991448086435,0.00534522483824932,-278587977555442,0.00377964473009286,-196991448086470,0.00487950036474343,-254314865928089,0.00487950036474343,-254314865928089,0.0415760920310155,-2.16690592895185e+15,0.053674504012169,-2.79746352520953e+15,0.0448807944925861,-2339143842800449,0.026457513110646,-1378940136605677,0.0725061573739973,-3778951186225679,0.076157731058639,-3969267694601508,0.018898223650461,-984957240432573,0.0151185789203694,-787965792346073,0,100
Stddev,4,0.0151185789203688,0,0.00975900072948512,35.4502775632097,0.0151185789203688,0,0.00690065559342413,54.3564535412313,0.00577350269189665,61.8118692086979,0.00690065559342413,54.3564535412313,0.00377964473009219,75,0.00377964473009219,75,0.00577350269189665,61.8118692086979,0.00377964473009219,75,0.00577350269189613,61.8118692087013,0.00577350269189613,61.8118692087013,0.00755928946018438,50,0.00377964473009219,75,0.00755928946018438,50
CoeffVar,1,0.0255126057971548,0,0.0255126057971548,0,0.0255126057971548,0,0.0347766025591069,-36.3114486838706,0.049184648672,-92.7856725536248,0.0347744067892779,-36.3028420764294,0.0420455172927467,-64.8029120468584,0.0472580661417619,-85.2341799873385,0.0360962237368571,-41.4838767307831,0.0334143888742664,-30.9720737267568,0.0510477691591147,-100.088417329788,0.0236260490419473,7.39460629857692,0.0752703687410026,-195.032069007223,0.0561915724176727,-120.250227924343,0.0304780043876346,-19.4625301310206
CoeffVar,3,1.63850100540796E-14,0,0.032273131386491,-196967418878324,0.045663380360929,-278689974618252,0.0322810067235847,-197015483158222,0.0416796858489371,-254376931789206,0.0416796858489371,-254376931789206,0.355524852451879,-2.16981772533818e+15,0.457137763821856,-2789975485599524,0.383877763255257,-2342859491622101,0.225939480022596,-1378940136605677,0.619030493496745,-3.77802937839881e+15,0.649256019255235,-3962499974747114,0.161149428131595,-983517419883762,0.129061039564129,-787677512178142,0,100
CoeffVar,4,0.129045302332132,0,0.083298384473108,35.4502775632097,0.129045302332132,0,0.0589367852049401,54.3286085275302,0.0493040366515512,61.7932340344677,0.0589367852049401,54.3286085275302,0.032273131386491,74.9908514271774,0.032273131386491,74.9908514271774,0.0493040366515512,61.7932340344677,0.0322455979410668,75.0121876904327,0.0492619683608885,61.8258336641345,0.0492619683608885,61.8258336641345,0.0644833368526574,50.0304655130392,0.0322455979410668,75.0121876904327,0.0644833368526574,50.0304655130392
Max,1,22.64,0,22.64,0,22.64,0,22.63,0.0441696113074244,22.63,0.0441696113074244,22.63,0.0441696113074244,22.64,0,22.64,0,22.63,0.0441696113074244,22.63,0.0441696113074244,22.63,0.0441696113074244,22.63,0.0441696113074244,22.68,-0.176678445229683,22.67,-0.132508833922259,22.65,-0.0441696113074244
Max,3,11.71,0,11.72,-0.0853970964987099,11.71,0,11.71,0,11.71,0,11.71,0,11.71,0,11.82,-0.939368061485908,11.71,0,11.72,-0.0853970964987099,11.82,-0.939368061485908,11.83,-1.02476515798462,11.77,-0.512382578992302,11.72,-0.0853970964987099,11.72,-0.0853970964987099
Max,4,11.75,0,11.73,0.170212765957444,11.75,0,11.72,0.255319148936167,11.72,0.255319148936167,11.72,0.255319148936167,11.72,0.255319148936167,11.72,0.255319148936167,11.72,0.255319148936167,11.73,0.170212765957444,11.73,0.170212765957444,11.73,0.170212765957444,11.74,0.0851063829787222,11.73,0.170212765957444,11.74,0.0851063829787222
BAmean-50,1,22.6266666666667,0,22.6266666666667,0,22.6266666666667,0,22.6166666666667,0.044195639363565,22.6133333333333,0.0589275191514247,22.62,0.0294637595757195,22.6166666666667,0.044195639363565,22.6133333333333,0.0589275191514247,22.6133333333333,0.0589275191514247,22.6166666666667,0.044195639363565,22.61,0.0736593989392986,22.62,0.0294637595757195,22.6333333333333,-0.0294637595757337,22.6366666666667,-0.0441956393635792,22.6366666666667,-0.0441956393635792
BAmean-50,3,11.71,0,11.71,0,11.7,0.0853970964987525,11.7066666666667,0.0284656988328891,11.7033333333333,0.0569313976658208,11.7033333333333,0.0569313976658208,11.6733333333333,0.313122687161965,11.71,0,11.6666666666667,0.3700540848278,11.6966666666667,0.113862795331627,11.6533333333333,0.483916880159398,11.6633333333333,0.398519783660689,11.72,-0.0853970964987099,11.7066666666667,0.0284656988329317,11.72,-0.0853970964987099
BAmean-50,4,11.71,0,11.71,0,11.71,0,11.7033333333333,0.0569313976658208,11.7066666666667,0.0284656988328891,11.7033333333333,0.0569313976658208,11.71,0,11.71,0,11.7066666666667,0.0284656988328891,11.72,-0.0853970964987099,11.7166666666667,-0.0569313976658066,11.7166666666667,-0.0569313976658066,11.72,-0.0853970964987099,11.72,-0.0853970964987099,11.72,-0.0853970964987099
BAmean-95,1,22.6283333333333,0,22.6283333333333,0,22.6283333333333,0,22.6233333333333,0.022096192089549,22.6216666666667,0.029461589452751,22.625,0.0147307947263613,22.62,0.0368269868159103,22.6183333333333,0.0441923841791123,22.6183333333333,0.0441923841791123,22.6216666666667,0.0294615894527226,22.6183333333333,0.0441923841791123,22.6233333333333,0.022096192089549,22.6366666666667,-0.0368269868159388,22.64,-0.0515577815423285,22.64,-0.0515577815423285
BAmean-95,3,11.71,0,11.71,0,11.705,0.0426985482493905,11.7083333333333,0.0142328494164445,11.7066666666667,0.0284656988328891,11.7066666666667,0.0284656988328891,11.6916666666667,0.156561343580989,11.7283333333333,-0.156561343580975,11.6883333333333,0.185027042413907,11.7083333333333,0.0142328494164445,11.695,0.128095644748086,11.7133333333333,-0.0284656988328891,11.72,-0.0853970964987099,11.7133333333333,-0.0284656988328891,11.72,-0.0853970964987099
BAmean-95,4,11.71,0,11.7133333333333,-0.0284656988328891,11.71,0,11.7066666666667,0.0284656988328891,11.7083333333333,0.0142328494164445,11.7066666666667,0.0284656988328891,11.71,0,11.71,0,11.7083333333333,0.0142328494164445,11.72,-0.0853970964987099,11.7183333333333,-0.0711642470822653,11.7183333333333,-0.0711642470822653,11.72,-0.0853970964987099,11.72,-0.0853970964987099,11.72,-0.0853970964987099
BAmean-99,1,22.6283333333333,0,22.6283333333333,0,22.6283333333333,0,22.6233333333333,0.022096192089549,22.6216666666667,0.029461589452751,22.625,0.0147307947263613,22.62,0.0368269868159103,22.6183333333333,0.0441923841791123,22.6183333333333,0.0441923841791123,22.6216666666667,0.0294615894527226,22.6183333333333,0.0441923841791123,22.6233333333333,0.022096192089549,22.6366666666667,-0.0368269868159388,22.64,-0.0515577815423285,22.64,-0.0515577815423285
BAmean-99,3,11.71,0,11.71,0,11.705,0.0426985482493905,11.7083333333333,0.0142328494164445,11.7066666666667,0.0284656988328891,11.7066666666667,0.0284656988328891,11.6916666666667,0.156561343580989,11.7283333333333,-0.156561343580975,11.6883333333333,0.185027042413907,11.7083333333333,0.0142328494164445,11.695,0.128095644748086,11.7133333333333,-0.0284656988328891,11.72,-0.0853970964987099,11.7133333333333,-0.0284656988328891,11.72,-0.0853970964987099
BAmean-99,4,11.71,0,11.7133333333333,-0.0284656988328891,11.71,0,11.7066666666667,0.0284656988328891,11.7083333333333,0.0142328494164445,11.7066666666667,0.0284656988328891,11.71,0,11.71,0,11.7083333333333,0.0142328494164445,11.72,-0.0853970964987099,11.7183333333333,-0.0711642470822653,11.7183333333333,-0.0711642470822653,11.72,-0.0853970964987099,11.72,-0.0853970964987099,11.72,-0.0853970964987099
