0,thread,BASELINE,XENTRACE,XENTRACE_ALL
Min,8.0,11.0847,11.336,11.096
Amean,8.0,11.7714,11.99046,11.95937
Stddev,8.0,0.316858,0.37056687178517,0.371093052530445
CoeffVar,8.0,2.69198,3.09051422368424,3.10294816976517
Max,8.0,12.707,12.975,12.916
BAmean-50,8.0,11.5242,11.69282,11.65642
BAmean-95,8.0,11.7363,11.9443263157895,11.9187263157895
BAmean-99,8.0,11.762,11.9805151515152,11.9497070707071
