0,thread,BASELINE,FTRACE_HOST,FTRACEALL_HOST,FTRACE_BOTH,FTRACE_GUEST
Min,1,31.44,31.46,31.48,31.47,31.5
Min,3,10.48,10.49,10.5,12.47,11.27
Min,5,7.86,7.86,7.87,11.27,10.39
Min,7,7.86,7.86,7.87,10.65,10
Min,8,7.86,7.87,7.87,9.69,9.71
Amean,1,31.4452,31.4657142857143,31.4871428571429,31.7271428571429,32.1028571428571
Amean,3,10.48,10.4942857142857,10.5285714285714,12.7342857142857,12.0828571428571
Amean,5,7.86333,7.87142857142857,7.87857142857143,11.8014285714286,10.5457142857143
Amean,7,7.86143,7.86857142857143,7.87857142857143,10.9542857142857,10.4428571428571
Amean,8,7.86095,7.89,7.88428571428571,10.4314285714286,9.83285714285714
Stddev,1,0.00618614,0.00534522483824742,0.011126972805284,0.310038400079426,0.617460235850976
Stddev,3,1.91868e-15,0.00534522483824837,0.0669399162006674,0.29915754728109,0.767934769055165
Stddev,5,0.00356348,0.00899735410842418,0.00377964473009219,0.279608569934744,0.096756936505373
Stddev,7,0.00288638,0.00377964473009219,0.0069006555934234,0.316483656389875,0.612935947869331
Stddev,8,0.00251976,0.0238047614284763,0.0127241802056071,0.347679381587336,0.103877216898009
CoeffVar,1,0.0196727,0.0169874574901171,0.0353381469248163,0.977202395675619,1.92338094115203
CoeffVar,3,1.83081e-14,0.0509346227439948,0.635792962557221,2.34922911259551,6.35557269258235
CoeffVar,5,0.0453081,0.114303954190507,0.0479737318416053,2.36927731454207,0.917500075233827
CoeffVar,7,0.036712,0.048034700636611,0.0875876503245037,2.8891309268768,5.86942768137527
CoeffVar,8,0.0320522,0.30170800289577,0.16138659438168,3.33299872789832,1.05642963574904
Max,1,31.4533,31.47,31.51,32.27,33
Max,3,10.48,10.5,10.68,13.28,13.17
Max,5,7.86667,7.89,7.88,12.11,10.71
Max,7,7.86667,7.87,7.89,11.5,11.79
Max,8,7.86667,7.94,7.91,10.73,10.03
BAmean-50,1,31.44,31.46,31.48,31.4733333333333,31.5933333333333
BAmean-50,3,10.48,10.49,10.5,12.48,11.3933333333333
BAmean-50,5,7.86,7.86666666666667,7.87666666666667,11.5766666666667,10.4733333333333
BAmean-50,7,7.86,7.86666666666667,7.87333333333333,10.6866666666667,10.0733333333333
BAmean-50,8,7.86,7.87333333333333,7.87666666666667,10.1766666666667,9.75
BAmean-95,1,31.4439,31.465,31.4833333333333,31.6366666666667,31.9533333333333
BAmean-95,3,10.48,10.4933333333333,10.5033333333333,12.6433333333333,11.9016666666667
BAmean-95,5,7.86278,7.86833333333333,7.87833333333333,11.75,10.5183333333333
BAmean-95,7,7.86056,7.86833333333333,7.87666666666667,10.8633333333333,10.2183333333333
BAmean-95,8,7.86,7.88166666666667,7.88,10.3816666666667,9.8
BAmean-99,1,31.4439,31.465,31.4833333333333,31.6366666666667,31.9533333333333
BAmean-99,3,10.48,10.4933333333333,10.5033333333333,12.6433333333333,11.9016666666667
BAmean-99,5,7.86278,7.86833333333333,7.87833333333333,11.75,10.5183333333333
BAmean-99,7,7.86056,7.86833333333333,7.87666666666667,10.8633333333333,10.2183333333333
BAmean-99,8,7.86,7.88166666666667,7.88,10.3816666666667,9.8
