0,thread,BASELINE,XENTRACE,XENTRACE_ALL
Min,sample-anycpu,5,5,6
Amean,sample-anycpu,8.682,9.67531944238995,10.5402602889905
Stddev,sample-anycpu,7.71437,14.7592394379142,18.2256651062226
CoeffVar,sample-anycpu,88.6252,152.545241795845,172.914753587818
Max,sample-anycpu,2603,8613,3942
BAmean-50,sample-anycpu,7.83482,8.22227907682205,8.13704325650973
BAmean-95,sample-anycpu,7.99464,8.81179223559031,9.11149110237087
BAmean-99,sample-anycpu,8.31176,9.0825872958551,9.55419357608491
