0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Min,sample-anycpu,5,0,5,0,5,0,5,0,6,-20,5,0,5,0,5,0,5,0,False,0,False,0,False,0,6,-20,5,0,5,0
Amean,sample-anycpu,10.3097293067543,0:NSIG:,9.42447624127069,8.58657913456214:SIG:,9.05438110523886,12.1763449278247:SIG:,9.49337366717084,7.91830333555532:SIG:,9.59981999774997,6.88581909264319:SIG:,9.52589885791191,7.60282278535543:SIG:,14.9122185369756,-44.6421927606389:SIG:,9.52316856501898,7.62930546799129:SIG:,15.0206994944087,-45.6944120207699:SIG:,False,0:SIG:,False,0:SIG:,False,0:SIG:,16.3097206975851,-58.1973707777172:SIG:,16.3591268948203,-58.6765899285329:SIG:,16.2668756016954,-57.7817915261687:SIG:
Stddev,sample-anycpu,8.35929821626955,0,7.30622026690752,12.5976837064198,6.27392446208149,24.9467562974285,7.19967087933335,13.8723049104676,7.39278905501898,11.56208495313,7.1768641536871,14.1451355363911,16.0840063430865,-92.4085721906956,7.63931386186407,8.61297606304053,16.1494933090582,-93.1919748673006,False,0,False,0,False,0,43.4364522875656,-419.618407715448,44.4549394818587,-431.802291672486,43.2370851650297,-417.23343331475
CoeffVar,sample-anycpu,81.0816459632268,0,77.5238865255225,4.38787273671998,69.2915881180593,14.5409700371829,75.8389075553892,6.46599898849529,77.0096632723501,5.02207699720778,75.3405453987812,7.08064136617227,107.857903927611,-33.0238214164126,80.2181942880358,1.06491631359162,107.514921758935,-32.6008130220941,False,0,False,0,False,0,266.322477821445,-228.462100957141,271.743961445364,-235.148550842948,265.79833905242,-227.815667645633
Max,sample-anycpu,2233,0,2230,0.134348410210478,2488,-11.4196148678907,2308,-3.35871025526198,2308,-3.35871025526198,1887,15.4948499776086,2964,-32.7362292879534,2051,8.15047021943573,2544,-13.9274518584863,False,0,False,0,False,0,4488,-100.985221674877,5680,-154.366323331841,6151,-175.459023734886
BAmean-50,sample-anycpu,7.95521136807579,0,7.81224853747562,1.79709656960055,7.96829650814921,-0.164485133932857,7.91322384298457,0.527798987965411,7.93906085414472,0.20301803665302,7.92903464517323,0.329051255729141,7.97965632760546,-0.30728233856577,7.90945576122428,0.575165193411777,7.9762396039934,-0.264332837239238,False,0,False,0,False,0,8.35096496068308,-4.97477155912479,8.36678619475577,-5.17365042406828,8.34658849378279,-4.91975772356716
BAmean-95,sample-anycpu,9.13013237800583,0,8.52698509887446,6.60611756938304,8.36638964766481,8.36507838791962,8.60459655170901,5.75605921731007,8.66935266692106,5.04680208355769,8.63566594590327,5.4157641053892,12.6302192755844,-38.3355547616174,8.60662217497026,5.73387308487098,12.7102513112061,-39.2121251365929,False,0,False,0,False,0,11.0499512174578,-21.0272837234735,11.0557288906515,-21.0905650972198,11.0397412410463,-20.9154564685242
BAmean-99,sample-anycpu,9.69814973657252,0,8.86164918601323,8.62536229364221,8.5694481621961,11.6383187003186,8.93254712812031,7.8943162278168,9.03417130687677,6.84644440157317,8.97127513162934,7.49498228720964,14.2756965605482,-47.2002077542001,8.94632858244359,7.75221227296325,14.3791617879411,-48.2670630843742,False,0,False,0,False,0,12.8579446192394,-32.581419842911,12.8479304886674,-32.4781616870356,12.8435419625725,-32.432910518369
