0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Min,1,31.44,0,31.44,0,31.45,-0.0318066157760768,31.45,-0.0318066157760768,31.45,-0.0318066157760768,31.44,0,31.45,-0.0318066157760768,31.45,-0.0318066157760768,31.45,-0.0318066157760768,31.55,-0.349872773536887,31.53,-0.286259541984734,31.51,-0.222646310432566,31.53,-0.286259541984734,31.54,-0.318066157760811,31.55,-0.349872773536887
Min,3,15.74,0,15.73,0.0635324015247818,15.73,0.0635324015247818,15.75,-0.0635324015247818,15.75,-0.0635324015247818,15.76,-0.127064803049549,15.73,0.0635324015247818,15.74,0,15.73,0.0635324015247818,20.09,-27.6365946632783,20.46,-29.987293519695,20.49,-30.1778907242694,20.6,-30.8767471410419,20.11,-27.7636594663278,20.37,-29.415501905972
Min,4,15.74,0,15.74,0,15.74,0,15.74,0,15.74,0,15.74,0,15.74,0,15.74,0,15.74,0,20.61,-30.9402795425667,20.46,-29.987293519695,20.24,-28.5895806861499,20.37,-29.415501905972,20.58,-30.7496823379924,20.25,-28.6531130876747
Amean,1,31.4485714285714,0:NSIG:,31.46,-0.0363405105841963:NSIG:,31.4557142857143,-0.0227128191151138:SIG:,31.4642857142857,-0.0499682020532646:SIG:,31.4871428571429,-0.122649223221586:SIG:,31.4757142857143,-0.0863087126374182:SIG:,31.4642857142857,-0.0499682020532504:SIG:,31.4628571428571,-0.0454256382302134:SIG:,31.4685714285714,-0.0635958935223186:SIG:,31.5742857142857,-0.399745616425903:SIG:,31.5628571428571,-0.363405105841736:SIG:,31.5471428571429,-0.313436903788485:SIG:,31.5714285714286,-0.390660488779886:SIG:,31.5628571428571,-0.363405105841736:SIG:,31.5628571428571,-0.363405105841736:SIG:
Amean,3,15.85,0:NSIG:,15.8042857142857,0.288418206399257:NSIG:,15.84,0.0630914826498383:NSIG:,15.9171428571429,-0.423614240648959:NSIG:,15.8885714285714,-0.243352861649413:NSIG:,15.92,-0.441640378548911:NSIG:,15.7985714285714,0.324470482199189:NSIG:,15.8671428571429,-0.108156827399753:NSIG:,15.8142857142857,0.225326723749419:NSIG:,20.9214285714286,-31.99639477242:SIG:,20.9014285714286,-31.8702118071203:SIG:,20.7842857142857,-31.1311401532222:SIG:,20.9757142857143,-32.3388913925192:SIG:,20.8371428571429,-31.4646237043713:SIG:,21.11,-33.1861198738171:SIG:
Amean,4,15.8814285714286,0:NSIG:,15.7857142857143,0.602680579292965:NSIG:,15.81,0.449761626338045:NSIG:,15.7914285714286,0.566699649185935:SIG:,15.9228571428571,-0.260861743276052:NSIG:,15.9385714285714,-0.359809301070442:NSIG:,15.83,0.323828370963383:NSIG:,15.8171428571429,0.404785463704229:NSIG:,15.8571428571429,0.152918952954934:NSIG:,21.2828571428571,-34.0109741836826:SIG:,20.9071428571429,-31.6452280291446:SIG:,21.13,-33.0484843033192:SIG:,20.7771428571429,-30.8266618692093:SIG:,20.9357142857143,-31.8251326796798:SIG:,20.9142857142857,-31.6902041917784:SIG:
Stddev,1,0.00690065559342315,0,0.0163299316185538,-136.643191323988,0.00786795792469458,-14.0175425099225,0.0161834718742537,-134.520787991184,0.0205866345916361,-198.328677803551,0.0181265393434984,-162.678510731276,0.0113389341902769,-64.3167672515611,0.0111269728052838,-61.2451549659811,0.0195180014589705,-182.842712474632,0.0299205296617237,-333.589667773599,0.0249761791275111,-261.939221417096,0.0269037083653815,-289.871773792374,0.0260950643025141,-278.153408023793,0.0242997158517578,-252.136337233194,0.0188982236504615,-173.861278752601
Stddev,3,0.113137084989848,0,0.11028102630056,2.52442308332785,0.114017542509914,-0.778221853731893,0.127372718915039,-12.5826416037401,0.11393398255548,-0.704364590712345,0.186726180988812,-65.0441860028198,0.0625642526870233,44.7004908314214,0.119403278251239,-5.53858468419425,0.10277112805601,9.1622980517556,0.570071006437753,-403.876343012469,0.237025214652265,-109.502670741017,0.240337064894088,-112.429960446351,0.324800304949423,-187.085622701495,0.41576092031015,-267.484207629584,0.454496057922031,-301.721555724028
Stddev,4,0.119363390734425,0,0.0971008312455224,18.6510783180041,0.116332855777434,2.53891493727214,0.0542919795883243,54.5153842779819,0.156174505571416,-30.8395351459916,0.196505179866297,-64.6276791043133,0.0943398113205664,20.9641995421648,0.0647338874970148,45.7673855453361,0.10387721689801,12.9739727910972,0.44157725959392,-269.943629178897,0.245744737869351,-105.879488138968,0.527098978687432,-341.591827648553,0.392076280236142,-228.472807134377,0.286522665936288,-140.042331382643,0.4793000849453,-301.546975162349
CoeffVar,1,0.0219426679176715,0,0.0519069663653967,-136.557225220519,0.0250128096066407,-13.9916517922446,0.0514344168534736,-134.403660696387,0.0653810816847932,-197.963228218655,0.0575889690030812,-162.451991795866,0.0360374752925942,-64.2347021237623,0.0353654239179925,-61.1719415828691,0.0620237925425791,-182.66295044564,0.0947623326540884,-331.863313110488,0.0791315533142833,-260.62867838671,0.0852809666067429,-288.653590013373,0.0826540498269678,-276.681860825148,0.0769883275831922,-250.861289393117,0.0598748825713908,-172.869656488629
CoeffVar,3,0.71379864346907,0,0.69779190464062,2.2424725761116,0.719807717865618,-0.841844468538554,0.800223507813025,-12.1077372638212,0.717081350376157,-0.459892567339807,1.17290314691465,-64.3184892050687,0.396012088623893,44.5204761528728,0.752519085044273,-5.42456082390699,0.649862598366818,8.95715419008388,2.72481874022825,-281.734928352567,1.13401442318765,-58.8703528037444,1.15634026686275,-61.9981037289341,1.54845885353535,-116.932165352658,1.99528756490542,-179.530870948185,2.15298937907168,-201.624190347032
CoeffVar,4,0.751591018387134,0,0.615118387980685,18.1578314625567,0.735818189610591,2.09859197231899,0.343806637523313,54.2561540635358,0.980819611519746,-30.4991128851595,1.23289079417772,-64.0374570765126,0.595955851677615,20.707427696981,0.409264100866243,45.5469675855764,0.655081548005468,12.8406896863629,2.07480253534531,-176.054727183635,1.17541043053328,-56.3896323635742,2.49455266771146,-231.902937459872,1.88705580421685,-151.074821019862,1.36858318768613,-82.0914771737185,2.29173537883682,-204.91787724589
Max,1,31.46,0,31.49,-0.0953591862682686,31.47,-0.0317863954227562,31.5,-0.127145581691039,31.51,-0.158931977113795,31.49,-0.0953591862682686,31.48,-0.0635727908455124,31.48,-0.0635727908455124,31.5,-0.127145581691039,31.63,-0.540368722186898,31.6,-0.445009535918629,31.58,-0.381436745073103,31.61,-0.476795931341385,31.61,-0.476795931341385,31.6,-0.445009535918629
Max,3,15.99,0,15.98,0.0625390869293341,16,-0.0625390869293341,16.11,-0.750469043151966,16.03,-0.250156347717322,16.25,-1.6260162601626,15.88,0.687929956222646,16,-0.0625390869293341,15.99,0,21.68,-35.5847404627892,21.14,-32.2076297686054,21.11,-32.0200125078174,21.42,-33.9587242026266,21.22,-32.70794246404,21.63,-35.2720450281426
Max,4,16,0,16,0,15.99,0.0625,15.86,0.875,16.11,-0.6875,16.26,-1.62500000000001,16.01,-0.0625000000000142,15.92,0.5,16,0,21.9,-36.875,21.28,-33,21.83,-36.4375,21.42,-33.875,21.4,-33.75,21.73,-35.8125
BAmean-50,1,31.4433333333333,0,31.4466666666667,-0.0106010813103126,31.45,-0.0212021626205967,31.4566666666667,-0.0424043252411792,31.47,-0.0848086504823584,31.46,-0.0530054065514634,31.4566666666667,-0.0424043252411792,31.4533333333333,-0.0318032439308951,31.4533333333333,-0.0318032439308951,31.5533333333333,-0.349835683239689,31.5433333333333,-0.318032439308823,31.5233333333333,-0.254425951447047,31.55,-0.339234601929405,31.5466666666667,-0.328633520619107,31.55,-0.339234601929405
BAmean-50,3,15.74,0,15.7366666666667,0.0211774671749225,15.7466666666667,-0.0423549343498451,15.8,-0.381194409148662,15.7866666666667,-0.296484540448972,15.7666666666667,-0.169419737399394,15.7366666666667,0.0211774671749225,15.7433333333333,-0.0211774671749367,15.7366666666667,0.0211774671749225,20.39,-29.5425667090216,20.6833333333333,-31.4061838204151,20.5566666666667,-30.6014400677679,20.6866666666667,-31.42736128759,20.4533333333333,-29.9449385853452,20.7066666666667,-31.5544260906395
BAmean-50,4,15.7566666666667,0,15.74,0.105775333192312,15.74,0.105775333192312,15.74,0.105775333192312,15.7633333333333,-0.0423101332769136,15.7666666666667,-0.0634651999153846,15.7533333333333,0.0211550666384568,15.76,-0.0211550666384568,15.77,-0.0846202665538414,20.8866666666667,-32.5576475565898,20.7166666666667,-31.4787391580284,20.68,-31.2460334250053,20.48,-29.9767294266977,20.69,-31.3094986249206,20.5166666666667,-30.2094351597208
BAmean-95,1,31.4466666666667,0,31.455,-0.0264998940004375,31.4533333333333,-0.0211999152003557,31.4583333333333,-0.0370998516006296,31.4833333333333,-0.116599533601871,31.4733333333333,-0.0847996608013801,31.4616666666667,-0.0476998092007932,31.46,-0.042399830400683,31.4633333333333,-0.052999788000875,31.565,-0.376298494806036,31.5566666666667,-0.349798600805627,31.5416666666667,-0.302098791604834,31.565,-0.376298494806036,31.555,-0.344498622005517,31.5566666666667,-0.349798600805627
BAmean-95,3,15.8266666666667,0,15.775,0.326453243470937,15.8133333333333,0.0842459983150974,15.885,-0.368576242628478,15.865,-0.242207245155853,15.865,-0.242207245155853,15.785,0.263268744734631,15.845,-0.115838247683243,15.785,0.263268744734603,20.795,-31.3921651221567,20.8616666666667,-31.8133951137321,20.73,-30.9814658803707,20.9016666666667,-32.0661331086773,20.7733333333333,-31.2552653748947,21.0233333333333,-32.8348778433025
BAmean-95,4,15.8616666666667,0,15.75,0.704003362404123,15.78,0.514868130713452,15.78,0.514868130713452,15.8916666666667,-0.189135231690656,15.885,-0.147105180203852,15.8,0.38877797625301,15.8,0.38877797625301,15.8333333333333,0.178627718818944,21.18,-33.5294735736051,20.845,-31.4174634863928,21.0133333333333,-32.4787222864348,20.67,-30.3141746348639,20.8583333333333,-31.5015235893664,20.7783333333333,-30.9971629715246
BAmean-99,1,31.4466666666667,0,31.455,-0.0264998940004375,31.4533333333333,-0.0211999152003557,31.4583333333333,-0.0370998516006296,31.4833333333333,-0.116599533601871,31.4733333333333,-0.0847996608013801,31.4616666666667,-0.0476998092007932,31.46,-0.042399830400683,31.4633333333333,-0.052999788000875,31.565,-0.376298494806036,31.5566666666667,-0.349798600805627,31.5416666666667,-0.302098791604834,31.565,-0.376298494806036,31.555,-0.344498622005517,31.5566666666667,-0.349798600805627
BAmean-99,3,15.8266666666667,0,15.775,0.326453243470937,15.8133333333333,0.0842459983150974,15.885,-0.368576242628478,15.865,-0.242207245155853,15.865,-0.242207245155853,15.785,0.263268744734631,15.845,-0.115838247683243,15.785,0.263268744734603,20.795,-31.3921651221567,20.8616666666667,-31.8133951137321,20.73,-30.9814658803707,20.9016666666667,-32.0661331086773,20.7733333333333,-31.2552653748947,21.0233333333333,-32.8348778433025
BAmean-99,4,15.8616666666667,0,15.75,0.704003362404123,15.78,0.514868130713452,15.78,0.514868130713452,15.8916666666667,-0.189135231690656,15.885,-0.147105180203852,15.8,0.38877797625301,15.8,0.38877797625301,15.8333333333333,0.178627718818944,21.18,-33.5294735736051,20.845,-31.4174634863928,21.0133333333333,-32.4787222864348,20.67,-30.3141746348639,20.8583333333333,-31.5015235893664,20.7783333333333,-30.9971629715246
