0,1,2,3,4,5,6,7,8,9,10,11
Min,1,4.83,0,4.83,0,4.85,-0.414078674948229,4.83,0,4.86,-0.621118012422372
Min,3,4.84,0,4.84,0,4.84,0,4.85,-0.206611570247929,4.83,0.206611570247929
Min,5,4.84,0,4.84,0,4.85,-0.206611570247929,4.83,0.206611570247929,4.85,-0.206611570247929
Min,7,4.82,0,4.84,-0.414937759336098,4.84,-0.414937759336098,4.85,-0.622406639004126,4.83,-0.207468879668042
Min,8,4.85,0,4.84,0.206185567010309,4.83,0.412371134020617,4.86,-0.206185567010323,4.85,0
Amean,1,4.87142857142857,0:NSIG:,4.84857142857143,0.46920821114368:SIG:,4.88285714285714,-0.234604105571833:NSIG:,4.84142857142857,0.615835777126108:SIG:,4.87142857142857,0:NSIG:
Amean,3,4.86571428571428,0:NSIG:,4.86428571428571,0.0293599530240698:NSIG:,4.86142857142857,0.0880798590722094:NSIG:,4.87,-0.0880798590722378:NSIG:,4.87142857142857,-0.117439812096322:NSIG:
Amean,5,4.86857142857143,0:NSIG:,4.87285714285714,-0.0880281690140947:NSIG:,4.87,-0.029342723004703:NSIG:,4.86714285714286,0.0293427230046888:NSIG:,4.86285714285714,0.117370892018769:NSIG:
Amean,7,4.86142857142857,0:NSIG:,4.85857142857143,0.0587716720540641:NSIG:,4.88857142857143,-0.55833088451368:SIG:,4.88285714285714,-0.440787540405523:NSIG:,4.85714285714286,0.0881575080811103:NSIG:
Amean,8,4.87,0:NSIG:,4.86142857142857,0.176004693458481:NSIG:,4.88571428571429,-0.3226752713406:NSIG:,4.88857142857143,-0.381343502493422:SIG:,4.87428571428571,-0.0880023467292546:NSIG:
Stddev,1,0.0267261241912424,0,0.0157359158493889,41.1215942244806,0.0256347977784662,4.0833695337453,0.010690449676497,59.9999999999998,0.00899735410842418,66.3349835387937
Stddev,3,0.015118578920369,0,0.0214919697074225,-42.1560175769347,0.0195180014589709,-29.0994448735826,0.012909944487358,14.6087436170033,0.0273426232761059,-80.8544534517565
Stddev,5,0.0203540097839644,0,0.0275162289775119,-35.1882467856045,0.0182574185835056,10.3006298155101,0.0256347977784662,-25.9447059844797,0.0138013111868472,32.1936496379188
Stddev,7,0.0318478525851541,0,0.0195180014589707,38.7148586964102,0.0219306265517515,31.1393868923694,0.0281154084173821,11.7196101614458,0.0179947082168488,43.4978915180076
Stddev,8,0.0163299316185545,0,0.0211570094204984,-29.5596939086944,0.0293582145558063,-79.7816135521884,0.0203540097839642,-24.6423454758221,0.0161834718742539,0.896879103487905
CoeffVar,1,0.548630115362746,0,0.324547468903131,40.8440295537651,0.524995858540854,4.30786720598928,0.220811884731422,59.7521392741219,0.184696418648004,66.3349835387937
CoeffVar,3,0.310716536824965,0,0.441831976364046,-42.1977667744609,0.401486953314123,-29.2132557271296,0.265091262574086,14.6838899265219,0.561285521796894,-80.6423074653028
CoeffVar,5,0.418069449788002,0,0.564683678811444,-35.0693477119144,0.374895658798882,10.3269423324313,0.526690884793847,-25.9816724376598,0.283810747085577,32.1139712003606
CoeffVar,7,0.655113041716364,0,0.401723052669199,38.6788192131385,0.448610128177266,31.5217222661406,0.575798299946386,12.1070314158573,0.370479286817475,43.4480367164059
CoeffVar,8,0.335316871017547,0,0.435201486757239,-29.7881271039492,0.600899128335217,-79.2033685963187,0.416359054610607,-24.1688356888011,0.332017301054446,0.984015493490716
Max,1,4.92,0,4.87,1.01626016260163,4.93,-0.203252032520325,4.86,1.21951219512194,4.89,0.609756097560989
Max,3,4.88,0,4.9,-0.409836065573785,4.9,-0.409836065573785,4.89,-0.204918032786878,4.91,-0.614754098360663
Max,5,4.9,0,4.91,-0.204081632653057,4.9,0,4.9,0,4.88,0.408163265306129
Max,7,4.9,0,4.89,0.204081632653086,4.9,0,4.92,-0.408163265306115,4.88,0.408163265306129
Max,8,4.89,0,4.9,-0.204498977505125,4.92,-0.613496932515346,4.92,-0.613496932515346,4.9,-0.204498977505125
BAmean-50,1,4.85333333333333,0,4.83666666666667,0.343406593406613,4.86333333333333,-0.206043956043928,4.83333333333333,0.412087912087941,4.86666666666667,-0.27472527472527
BAmean-50,3,4.85333333333333,0,4.84666666666667,0.137362637362614,4.84666666666667,0.137362637362614,4.86,-0.137362637362671,4.84666666666667,0.137362637362614
BAmean-50,5,4.85,0,4.84666666666667,0.0687285223367837,4.85666666666667,-0.137457044673525,4.84333333333333,0.137457044673539,4.85,2.8421709430404e-14
BAmean-50,7,4.83333333333333,0,4.84333333333333,-0.206896551724128,4.87333333333333,-0.827586206896569,4.85666666666667,-0.482758620689651,4.84,-0.137931034482762
BAmean-50,8,4.85333333333333,0,4.84333333333333,0.206043956043956,4.86333333333333,-0.20604395604397,4.87333333333333,-0.412087912087941,4.86,-0.137362637362671
BAmean-95,1,4.86333333333333,0,4.845,0.376970527758743,4.875,-0.239890335846454,4.83833333333333,0.514050719671019,4.86833333333333,-0.102810143934207
BAmean-95,3,4.86333333333333,0,4.85833333333333,0.102810143934192,4.855,0.17135023989033,4.86666666666667,-0.0685400959561662,4.865,-0.0342700479780831
BAmean-95,5,4.86333333333333,0,4.86666666666667,-0.068540095956152,4.865,-0.0342700479780689,4.86166666666667,0.0342700479780547,4.86,0.0685400959561235
BAmean-95,7,4.855,0,4.85333333333333,0.0343288705801683,4.88666666666667,-0.652248541023013,4.87666666666667,-0.44627531754206,4.85333333333333,0.0343288705801399
BAmean-95,8,4.86666666666667,0,4.855,0.239726027397239,4.88,-0.273972602739732,4.88333333333333,-0.342465753424676,4.87,-0.0684931506849438
